PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Payment Terms,Department,Location,Approval Status,Priority,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-75430,Component World,2026-01-22,2026-02-01,2026-02-01,38x Filing Cabinet; 75x Router,113,244.46,75299.23,GBP,Due on Receipt,Logistics,Sydney,Rejected,Urgent,Quality inspection required,7529.92,82829.15,John Smith,Alice Brown
PO-2026-55608,Global Supplies Inc,2026-01-22,2026-02-05,2026-02-05,91x Monitor; 64x Laptop,155,595.71,65251.53,USD,2/10 Net 30,HR,Los Angeles,Pending,Low,Standard delivery,6525.15,71776.68,Emily Chen,Tom Martinez
PO-2026-41171,Quality Distributors,2026-01-22,2026-02-02,2026-02-02,50x Mouse; 72x Laptop,122,861.55,109367.90,AUD,Due on Receipt,Operations,Los Angeles,Rejected,High,Quality inspection required,10936.79,120304.69,Robert Wilson,Lisa Anderson
PO-2026-78401,Digital Systems,2026-01-22,2026-02-05,2026-02-05,75x Monitor,75,809.23,60692.25,AUD,2/10 Net 30,IT,Toronto,Approved,Urgent,Urgent delivery required,6069.23,66761.48,Mike Davis,Lisa Anderson
PO-2026-99272,Global Supplies Inc,2026-01-22,2026-02-14,2026-02-14,34x Ink Cartridge; 18x Keyboard; 91x Power Supply; 25x Desk Chair; 37x Ink Cartridge,205,639.62,137640.03,GBP,2/10 Net 30,IT,New York,Approved,Urgent,,13764.00,151404.03,Sarah Johnson,David Lee
PO-2026-86958,Enterprise Solutions,2026-01-22,2026-01-31,2026-01-31,8x Laptop; 1x Ink Cartridge,9,268.52,2178.33,USD,2/10 Net 30,Logistics,Chicago,Pending,Urgent,Quality inspection required,217.83,2396.16,Sarah Johnson,Tom Martinez
PO-2026-36207,Quality Distributors,2026-01-22,2026-02-05,2026-02-05,15x Keyboard; 43x USB Cable; 70x Laptop; 4x Filing Cabinet; 23x Keyboard,155,8.56,100780.85,CAD,Net 90,Logistics,New York,Rejected,Low,Quality inspection required,10078.09,110858.94,Emily Chen,Alice Brown
PO-2026-91005,Enterprise Solutions,2026-01-22,2026-02-06,2026-02-06,64x Server RAM; 64x Ink Cartridge,128,251.95,67610.24,AUD,Due on Receipt,HR,Toronto,Rejected,Urgent,Quality inspection required,6761.02,74371.26,Mike Davis,Tom Martinez
PO-2026-63005,Office Plus,2026-01-22,2026-02-09,2026-02-09,82x Office Desk,82,298.48,24475.36,USD,2/10 Net 30,Operations,Sydney,Rejected,High,Quality inspection required,2447.54,26922.90,Sarah Johnson,Tom Martinez
PO-2026-92042,Digital Systems,2026-01-22,2026-02-16,2026-02-16,58x Keyboard; 100x Server RAM,158,202.02,56201.16,CAD,Net 60,HR,Los Angeles,Rejected,Urgent,Special packaging needed,5620.12,61821.28,John Smith,Jessica White
PO-2026-49574,Global Supplies Inc,2026-01-22,2026-02-13,2026-02-13,15x SSD Storage; 88x Desk Chair; 49x SSD Storage; 58x Mouse,210,350.06,66635.79,EUR,Due on Receipt,HR,London,Pending,Urgent,Urgent delivery required,6663.58,73299.37,Robert Wilson,Lisa Anderson
PO-2026-25127,Digital Systems,2026-01-22,2026-02-09,2026-02-09,79x Monitor; 94x Laptop; 81x Router,254,832.67,135064.56,EUR,2/10 Net 30,IT,Los Angeles,Rejected,Medium,Special packaging needed,13506.46,148571.02,Sarah Johnson,Lisa Anderson
PO-2026-55330,Digital Systems,2026-01-22,2026-01-28,2026-01-28,27x Desk Chair; 68x Office Desk; 19x Router; 24x Filing Cabinet,138,610.28,101628.49,USD,Net 30,Logistics,New York,Rejected,Low,Quality inspection required,10162.85,111791.34,Robert Wilson,Jessica White
PO-2026-20971,Component World,2026-01-22,2026-01-31,2026-01-31,57x SSD Storage; 66x Mouse; 28x Printer Paper; 60x SSD Storage,211,334.06,148350.12,EUR,Due on Receipt,Finance,London,Pending,Urgent,Urgent delivery required,14835.01,163185.13,Sarah Johnson,Lisa Anderson
PO-2026-37321,Component World,2026-01-22,2026-01-27,2026-01-27,86x Ink Cartridge,86,852.62,73325.32,GBP,Net 90,Logistics,Sydney,Rejected,Low,Quality inspection required,7332.53,80657.85,Emily Chen,Alice Brown
PO-2026-20353,Premium Materials Co,2026-01-22,2026-01-30,2026-01-30,37x Desk Chair; 14x Server RAM; 21x Keyboard,72,114.87,27087.06,AUD,Due on Receipt,Operations,New York,Rejected,Medium,Standard delivery,2708.71,29795.77,Mike Davis,Lisa Anderson
PO-2026-86324,Digital Systems,2026-01-22,2026-02-18,2026-02-18,17x Power Supply; 28x Ink Cartridge; 14x Keyboard,59,188.48,23616.30,EUR,Net 90,HR,New York,Pending,Medium,Standard delivery,2361.63,25977.93,Emily Chen,David Lee
PO-2026-37503,Acme Corp,2026-01-22,2026-02-20,2026-02-20,94x Router; 14x Keyboard; 73x Ink Cartridge; 20x Keyboard; 39x Server RAM,240,305.71,120154.07,EUR,COD,HR,New York,Pending,Low,Urgent delivery required,12015.41,132169.48,John Smith,Alice Brown
PO-2026-15889,Acme Corp,2026-01-22,2026-02-07,2026-02-07,88x Laptop,88,243.14,21396.32,AUD,Due on Receipt,HR,New York,Rejected,Medium,Urgent delivery required,2139.63,23535.95,Sarah Johnson,Alice Brown
PO-2026-64230,Industrial Parts Group,2026-01-22,2026-02-04,2026-02-04,19x Printer Paper; 56x Office Desk; 66x Network Switch; 35x Laptop; 52x Mouse,228,825.73,139250.52,USD,Net 90,IT,Chicago,Rejected,High,Special packaging needed,13925.05,153175.57,Emily Chen,Alice Brown
PO-2026-94062,Component World,2026-01-22,2026-02-13,2026-02-13,68x Monitor,68,39.54,2688.72,EUR,2/10 Net 30,Logistics,Chicago,Approved,Urgent,Urgent delivery required,268.87,2957.59,Emily Chen,Alice Brown
PO-2026-78482,Global Supplies Inc,2026-01-22,2026-01-29,2026-01-29,79x Keyboard,79,52.23,4126.17,AUD,Net 90,IT,Toronto,Pending,Medium,Quality inspection required,412.62,4538.79,John Smith,Tom Martinez
PO-2026-21933,Acme Corp,2026-01-22,2026-02-02,2026-02-02,47x Ink Cartridge; 65x Printer Paper; 36x Keyboard; 81x Ink Cartridge; 51x Desk Chair,280,470.68,114183.87,CAD,Net 60,Operations,Toronto,Rejected,Medium,Urgent delivery required,11418.39,125602.26,Sarah Johnson,Jessica White
PO-2026-14679,Quality Distributors,2026-01-22,2026-02-04,2026-02-04,19x Mouse; 8x Router; 12x Mouse; 43x Laptop; 30x Office Desk,112,185.89,78435.83,EUR,Net 90,Operations,Toronto,Approved,Low,,7843.58,86279.41,Sarah Johnson,Lisa Anderson
PO-2026-30007,Industrial Parts Group,2026-01-22,2026-02-18,2026-02-18,67x Ink Cartridge,67,596.02,39933.34,GBP,Due on Receipt,HR,Los Angeles,Pending,Low,Quality inspection required,3993.33,43926.67,Mike Davis,Alice Brown
PO-2026-18962,Digital Systems,2026-01-22,2026-02-04,2026-02-04,19x Server RAM; 87x Keyboard; 99x Server RAM; 12x Laptop; 58x Server RAM,275,485.47,102153.20,GBP,Net 60,Finance,London,Rejected,Urgent,Quality inspection required,10215.32,112368.52,Mike Davis,Tom Martinez
PO-2026-88464,Office Plus,2026-01-22,2026-02-08,2026-02-08,96x Filing Cabinet,96,877.40,84230.40,EUR,2/10 Net 30,Logistics,Toronto,Rejected,High,Quality inspection required,8423.04,92653.44,Robert Wilson,Jessica White
PO-2026-12268,Tech Solutions Ltd,2026-01-22,2026-02-02,2026-02-02,69x Ink Cartridge,69,285.56,19703.64,USD,Net 60,Operations,Chicago,Approved,Low,Standard delivery,1970.36,21674.00,John Smith,Tom Martinez
PO-2026-71700,Premium Materials Co,2026-01-22,2026-02-04,2026-02-04,24x Laptop; 2x Monitor; 69x Office Desk; 85x Filing Cabinet,180,35.75,149792.85,AUD,COD,Logistics,Toronto,Approved,Low,Special packaging needed,14979.29,164772.14,Robert Wilson,Alice Brown
PO-2026-26221,Quality Distributors,2026-01-22,2026-02-01,2026-02-01,73x Desk Chair; 68x Office Desk; 6x SSD Storage; 52x Printer Paper,199,288.99,75992.79,USD,Net 30,Operations,Chicago,Approved,Low,,7599.28,83592.07,John Smith,Lisa Anderson
PO-2026-38850,Industrial Parts Group,2026-01-22,2026-02-02,2026-02-02,65x Filing Cabinet; 90x Monitor,155,0.40,45832.40,GBP,Due on Receipt,Operations,New York,Rejected,High,Quality inspection required,4583.24,50415.64,Emily Chen,Alice Brown
PO-2026-77046,Tech Solutions Ltd,2026-01-22,2026-02-19,2026-02-19,6x Printer Paper; 9x Power Supply; 31x Monitor,46,627.86,11587.08,USD,Net 90,Finance,London,Pending,High,Urgent delivery required,1158.71,12745.79,Emily Chen,Alice Brown
PO-2026-78464,Office Plus,2026-01-22,2026-02-21,2026-02-21,39x SSD Storage; 57x Filing Cabinet; 40x Office Desk; 13x Mouse; 19x Printer Paper,168,263.82,67409.74,CAD,Due on Receipt,Logistics,Chicago,Approved,Medium,Quality inspection required,6740.97,74150.71,Mike Davis,Lisa Anderson
PO-2026-41219,Digital Systems,2026-01-22,2026-02-09,2026-02-09,63x Desk Chair; 82x Mouse; 6x Router; 4x USB Cable,155,210.74,97393.88,AUD,COD,Logistics,Toronto,Pending,Low,Standard delivery,9739.39,107133.27,Robert Wilson,David Lee
PO-2026-89916,Acme Corp,2026-01-22,2026-02-05,2026-02-05,15x Power Supply; 19x Printer Paper; 62x Router,96,590.46,32791.74,AUD,Net 90,Operations,Los Angeles,Approved,Urgent,,3279.17,36070.91,Robert Wilson,Tom Martinez
PO-2026-28881,Quality Distributors,2026-01-22,2026-02-01,2026-02-01,31x Router; 65x Keyboard; 32x Filing Cabinet; 31x Monitor,159,982.27,76667.78,GBP,Net 90,Logistics,Los Angeles,Pending,Medium,Quality inspection required,7666.78,84334.56,Mike Davis,Jessica White
PO-2026-54822,Digital Systems,2026-01-22,2026-02-01,2026-02-01,12x Server RAM; 16x Server RAM; 32x Router; 5x Power Supply,65,87.16,40919.02,GBP,Due on Receipt,Logistics,Sydney,Pending,High,Special packaging needed,4091.90,45010.92,Emily Chen,Alice Brown
PO-2026-48122,Digital Systems,2026-01-22,2026-01-30,2026-01-30,88x Server RAM; 41x Office Desk; 80x Printer Paper; 11x Keyboard; 70x Monitor,290,622.98,193341.12,CAD,Due on Receipt,IT,Chicago,Rejected,Medium,Standard delivery,19334.11,212675.23,Sarah Johnson,Alice Brown
PO-2026-47647,Office Plus,2026-01-22,2026-01-31,2026-01-31,79x Network Switch,79,385.01,30415.79,CAD,Net 30,HR,Sydney,Rejected,Low,Standard delivery,3041.58,33457.37,Emily Chen,David Lee
PO-2026-25711,Global Supplies Inc,2026-01-22,2026-02-02,2026-02-02,91x Desk Chair; 87x SSD Storage; 25x SSD Storage; 24x Printer Paper; 22x SSD Storage,249,145.78,56401.16,CAD,Due on Receipt,IT,Toronto,Pending,Urgent,Urgent delivery required,5640.12,62041.28,Robert Wilson,David Lee
PO-2026-60526,Global Supplies Inc,2026-01-22,2026-02-20,2026-02-20,14x Power Supply; 84x USB Cable,98,624.87,44015.58,EUR,2/10 Net 30,Logistics,Sydney,Rejected,Medium,Urgent delivery required,4401.56,48417.14,John Smith,Tom Martinez
PO-2026-54986,Premium Materials Co,2026-01-22,2026-02-20,2026-02-20,93x Router; 97x Keyboard; 46x Mouse; 22x Ink Cartridge; 96x Keyboard,354,282.31,78122.20,CAD,Net 30,IT,New York,Pending,High,Special packaging needed,7812.22,85934.42,Mike Davis,Alice Brown
PO-2026-20808,Office Plus,2026-01-22,2026-02-08,2026-02-08,14x Mouse,14,567.36,7943.04,GBP,Net 60,HR,New York,Approved,Medium,Standard delivery,794.30,8737.34,Mike Davis,David Lee
PO-2026-62482,Component World,2026-01-22,2026-02-08,2026-02-08,83x Mouse,83,266.85,22148.55,GBP,COD,Logistics,Los Angeles,Approved,Medium,,2214.86,24363.41,Mike Davis,Alice Brown
PO-2026-20042,Acme Corp,2026-01-22,2026-02-14,2026-02-14,48x Monitor; 55x Printer Paper; 72x Power Supply,175,766.07,85353.62,EUR,Net 90,Operations,Chicago,Rejected,Medium,Quality inspection required,8535.36,93888.98,John Smith,Lisa Anderson
PO-2026-32111,Global Supplies Inc,2026-01-22,2026-02-02,2026-02-02,45x Keyboard; 31x Ink Cartridge; 38x Power Supply; 64x Ink Cartridge,178,506.16,62679.54,AUD,COD,HR,New York,Approved,Medium,Urgent delivery required,6267.95,68947.49,Sarah Johnson,David Lee
PO-2026-82234,Office Plus,2026-01-22,2026-02-19,2026-02-19,28x Laptop; 21x Printer Paper; 35x Router; 59x Router,143,938.94,61548.95,AUD,Net 30,Operations,New York,Approved,Low,Quality inspection required,6154.89,67703.85,Emily Chen,Alice Brown
PO-2026-30935,Industrial Parts Group,2026-01-22,2026-02-08,2026-02-08,85x USB Cable; 71x Office Desk; 100x Network Switch; 70x Router,326,570.89,139941.02,EUR,Net 90,IT,Chicago,Approved,High,Special packaging needed,13994.10,153935.12,Mike Davis,Alice Brown
PO-2026-19498,Tech Solutions Ltd,2026-01-22,2026-02-03,2026-02-03,23x Ink Cartridge; 7x Router; 37x Server RAM; 76x Keyboard,143,248.38,72147.05,AUD,Net 60,IT,Toronto,Approved,Low,Special packaging needed,7214.70,79361.75,Mike Davis,Jessica White
PO-2026-47102,Quality Distributors,2026-01-22,2026-02-06,2026-02-06,95x Network Switch; 62x Monitor; 62x Ink Cartridge; 83x Mouse; 80x Mouse,382,538.46,201881.75,CAD,Due on Receipt,HR,Sydney,Rejected,Medium,Quality inspection required,20188.18,222069.93,John Smith,Lisa Anderson
PO-2026-21011,Acme Corp,2026-01-22,2026-02-08,2026-02-08,42x Laptop; 47x Office Desk; 99x Power Supply; 45x Power Supply,233,692.22,177378.94,USD,COD,HR,New York,Rejected,High,,17737.89,195116.83,Mike Davis,Jessica White
PO-2026-25508,Component World,2026-01-22,2026-02-07,2026-02-07,26x Keyboard,26,201.55,5240.30,USD,Net 60,Finance,Chicago,Rejected,Medium,,524.03,5764.33,Robert Wilson,Lisa Anderson
PO-2026-96377,Acme Corp,2026-01-22,2026-02-17,2026-02-17,65x Filing Cabinet; 74x Office Desk; 89x Server RAM,228,588.67,97216.67,GBP,Due on Receipt,Logistics,Los Angeles,Approved,High,Urgent delivery required,9721.67,106938.34,Emily Chen,Jessica White
PO-2026-63944,Digital Systems,2026-01-22,2026-02-12,2026-02-12,23x Laptop; 23x Mouse; 23x Laptop; 53x SSD Storage,122,833.19,74545.90,AUD,Net 30,Operations,Sydney,Rejected,Medium,Standard delivery,7454.59,82000.49,John Smith,Tom Martinez
PO-2026-37173,Quality Distributors,2026-01-22,2026-02-08,2026-02-08,22x USB Cable; 95x Router; 71x Ink Cartridge,188,958.55,108656.53,CAD,Net 90,Logistics,New York,Pending,Urgent,Special packaging needed,10865.65,119522.18,John Smith,Jessica White
PO-2026-71158,Component World,2026-01-22,2026-02-16,2026-02-16,53x Mouse; 18x Desk Chair,71,716.18,45615.10,EUR,Net 60,Operations,Toronto,Pending,Urgent,Quality inspection required,4561.51,50176.61,Sarah Johnson,Alice Brown
PO-2026-49196,Premium Materials Co,2026-01-22,2026-02-08,2026-02-08,48x Office Desk; 31x Monitor; 11x Printer Paper,90,143.13,35776.71,CAD,Net 60,IT,Sydney,Approved,High,Special packaging needed,3577.67,39354.38,John Smith,Jessica White
PO-2026-63148,Global Supplies Inc,2026-01-22,2026-02-21,2026-02-21,100x Power Supply; 82x USB Cable; 68x Desk Chair; 27x Monitor,277,3.79,83975.49,USD,COD,Finance,Chicago,Approved,High,Standard delivery,8397.55,92373.04,John Smith,Alice Brown
PO-2026-28439,Office Plus,2026-01-22,2026-02-21,2026-02-21,91x SSD Storage; 68x Printer Paper; 67x Monitor; 27x Mouse; 6x Ink Cartridge,259,683.16,168653.26,CAD,Net 60,HR,Chicago,Pending,Urgent,Quality inspection required,16865.33,185518.59,Emily Chen,Jessica White
PO-2026-72930,Industrial Parts Group,2026-01-22,2026-02-09,2026-02-09,11x Keyboard; 49x Monitor; 90x SSD Storage; 50x Desk Chair; 65x Desk Chair,265,884.99,168085.83,EUR,Net 60,Finance,Sydney,Rejected,Medium,,16808.58,184894.41,Emily Chen,David Lee
PO-2026-14209,Quality Distributors,2026-01-22,2026-02-09,2026-02-09,96x USB Cable; 73x USB Cable,169,47.14,39242.05,EUR,Net 60,Operations,Sydney,Approved,Medium,,3924.21,43166.26,Emily Chen,Jessica White
PO-2026-32402,Industrial Parts Group,2026-01-22,2026-02-03,2026-02-03,15x SSD Storage; 87x Mouse; 56x USB Cable; 3x USB Cable; 45x Keyboard,206,660.67,71036.89,GBP,COD,Logistics,Sydney,Pending,Urgent,Quality inspection required,7103.69,78140.58,John Smith,Tom Martinez
PO-2026-98497,Acme Corp,2026-01-22,2026-02-08,2026-02-08,23x Printer Paper,23,996.78,22925.94,GBP,Due on Receipt,Logistics,London,Approved,High,Standard delivery,2292.59,25218.53,Sarah Johnson,Lisa Anderson
PO-2026-20291,Office Plus,2026-01-22,2026-02-18,2026-02-18,89x Filing Cabinet; 64x Router; 40x Monitor; 53x Printer Paper,246,626.27,127925.89,EUR,COD,HR,Los Angeles,Pending,Medium,Special packaging needed,12792.59,140718.48,John Smith,David Lee
PO-2026-50657,Quality Distributors,2026-01-22,2026-02-04,2026-02-04,36x Ink Cartridge; 61x Mouse; 7x Filing Cabinet,104,895.51,85149.93,CAD,2/10 Net 30,IT,New York,Approved,Urgent,Urgent delivery required,8514.99,93664.92,Sarah Johnson,Jessica White
PO-2026-45411,Component World,2026-01-22,2026-02-18,2026-02-18,83x Laptop; 14x Ink Cartridge,97,933.94,88952.50,AUD,Due on Receipt,HR,Chicago,Pending,Low,,8895.25,97847.75,John Smith,David Lee
PO-2026-26714,Component World,2026-01-22,2026-02-17,2026-02-17,27x Printer Paper; 41x Laptop; 12x Office Desk,80,516.01,47755.84,USD,Net 60,IT,New York,Rejected,Medium,Urgent delivery required,4775.58,52531.42,Robert Wilson,Alice Brown
PO-2026-40398,Quality Distributors,2026-01-22,2026-02-11,2026-02-11,42x Office Desk; 7x Office Desk; 21x Server RAM,70,195.87,13865.25,AUD,2/10 Net 30,IT,New York,Rejected,Medium,Special packaging needed,1386.53,15251.78,Robert Wilson,Tom Martinez
PO-2026-10837,Acme Corp,2026-01-22,2026-02-16,2026-02-16,58x SSD Storage; 100x USB Cable,158,920.14,82796.12,GBP,2/10 Net 30,Logistics,Sydney,Rejected,Urgent,Quality inspection required,8279.61,91075.73,Sarah Johnson,David Lee
PO-2026-98921,Premium Materials Co,2026-01-22,2026-02-08,2026-02-08,100x Desk Chair; 40x Printer Paper; 38x Printer Paper; 76x Router,254,291.45,69590.24,GBP,COD,HR,Sydney,Pending,Medium,Quality inspection required,6959.02,76549.26,Robert Wilson,Alice Brown
PO-2026-23456,Acme Corp,2026-01-22,2026-02-06,2026-02-06,30x Network Switch; 91x Network Switch,121,602.36,25326.23,EUR,COD,HR,New York,Pending,High,Urgent delivery required,2532.62,27858.85,Mike Davis,Jessica White
PO-2026-39159,Quality Distributors,2026-01-22,2026-02-04,2026-02-04,73x Ink Cartridge; 81x Printer Paper; 9x Ink Cartridge; 43x SSD Storage; 12x Ink Cartridge,218,430.71,104237.63,GBP,Net 90,Logistics,London,Approved,Low,,10423.76,114661.39,Mike Davis,David Lee
PO-2026-43070,Office Plus,2026-01-22,2026-02-20,2026-02-20,100x Desk Chair; 35x SSD Storage,135,335.08,59555.00,GBP,Net 30,Finance,London,Approved,Low,Quality inspection required,5955.50,65510.50,Sarah Johnson,David Lee
PO-2026-10276,Tech Solutions Ltd,2026-01-22,2026-01-29,2026-01-29,79x Desk Chair,79,517.10,40850.90,GBP,COD,Finance,Los Angeles,Approved,Urgent,,4085.09,44935.99,John Smith,Tom Martinez
PO-2026-76146,Digital Systems,2026-01-22,2026-02-16,2026-02-16,43x USB Cable,43,890.17,38277.31,USD,Net 90,IT,Los Angeles,Rejected,Medium,Special packaging needed,3827.73,42105.04,Emily Chen,Jessica White
PO-2026-47927,Office Plus,2026-01-22,2026-02-10,2026-02-10,47x Laptop; 18x Laptop,65,84.08,12766.72,EUR,COD,Logistics,Toronto,Approved,Medium,Quality inspection required,1276.67,14043.39,Emily Chen,Jessica White
PO-2026-79362,Industrial Parts Group,2026-01-22,2026-01-27,2026-01-27,71x Mouse; 15x SSD Storage; 68x Server RAM,154,233.76,30047.07,EUR,Due on Receipt,HR,New York,Approved,High,Special packaging needed,3004.71,33051.78,Mike Davis,Tom Martinez
PO-2026-96673,Acme Corp,2026-01-22,2026-02-16,2026-02-16,28x Power Supply; 71x Mouse; 23x Monitor; 59x Laptop,181,884.61,150358.49,GBP,COD,IT,Chicago,Pending,High,,15035.85,165394.34,Emily Chen,Alice Brown
PO-2026-21271,Tech Solutions Ltd,2026-01-22,2026-02-17,2026-02-17,11x Filing Cabinet; 48x Router; 95x Router; 10x Mouse; 3x Ink Cartridge,167,43.06,54295.21,USD,COD,HR,Chicago,Rejected,Urgent,,5429.52,59724.73,John Smith,Tom Martinez
PO-2026-59915,Digital Systems,2026-01-22,2026-02-19,2026-02-19,38x Desk Chair; 84x Router; 17x Mouse; 98x Mouse; 46x SSD Storage,283,700.61,188712.90,EUR,Net 90,Operations,London,Approved,Medium,Urgent delivery required,18871.29,207584.19,Emily Chen,Alice Brown
PO-2026-43325,Office Plus,2026-01-22,2026-02-02,2026-02-02,54x Keyboard; 11x Desk Chair,65,796.88,43606.16,GBP,COD,Logistics,Toronto,Pending,Medium,Standard delivery,4360.62,47966.78,Robert Wilson,Jessica White
PO-2026-45055,Enterprise Solutions,2026-01-22,2026-02-17,2026-02-17,62x USB Cable; 100x Laptop; 87x Router; 23x Monitor,272,516.00,219506.66,CAD,Net 90,Logistics,Los Angeles,Pending,Low,Urgent delivery required,21950.67,241457.33,Emily Chen,Lisa Anderson
PO-2026-46200,Global Supplies Inc,2026-01-22,2026-02-11,2026-02-11,69x USB Cable; 38x Laptop; 49x Network Switch; 27x Printer Paper,183,406.41,87313.33,CAD,Net 60,IT,New York,Rejected,Low,Standard delivery,8731.33,96044.66,Mike Davis,Alice Brown
PO-2026-87551,Office Plus,2026-01-22,2026-02-14,2026-02-14,56x Laptop; 51x Keyboard; 71x USB Cable,178,503.09,82780.51,GBP,Due on Receipt,IT,New York,Approved,Medium,Quality inspection required,8278.05,91058.56,Mike Davis,Alice Brown
PO-2026-70159,Industrial Parts Group,2026-01-22,2026-01-31,2026-01-31,64x Router; 33x USB Cable; 23x Office Desk; 30x Power Supply,150,101.59,63758.08,AUD,Net 30,IT,Los Angeles,Rejected,Low,,6375.81,70133.89,Emily Chen,Lisa Anderson
PO-2026-55569,Digital Systems,2026-01-22,2026-02-18,2026-02-18,9x Office Desk; 96x Laptop; 51x Network Switch; 86x USB Cable; 74x Power Supply,316,73.49,116996.37,EUR,COD,Operations,Chicago,Pending,High,Quality inspection required,11699.64,128696.01,Emily Chen,Jessica White
PO-2026-11744,Tech Solutions Ltd,2026-01-22,2026-02-06,2026-02-06,20x SSD Storage; 87x Ink Cartridge; 86x Router; 29x Mouse; 89x Laptop,311,298.45,198450.73,USD,Net 90,IT,Chicago,Rejected,Urgent,Special packaging needed,19845.07,218295.80,Sarah Johnson,Tom Martinez
