PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Status,Payment Terms,Department,Location,Approval Status,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-51007,Enterprise Solutions,2026-01-22,2026-02-18,2026-02-18,40x Office Desk; 92x Filing Cabinet,132,712.45,97735.36,CAD,Draft,Net 90,IT,New York,Pending,Urgent delivery required,9773.54,107508.90,Emily Chen,David Lee
PO-2026-34692,Global Supplies Inc,2026-01-22,2026-02-04,2026-02-04,53x SSD Storage; 71x Laptop,124,326.79,22071.90,CAD,Received,Due on Receipt,Operations,New York,Rejected,Standard delivery,2207.19,24279.09,Robert Wilson,Jessica White
PO-2026-30794,Quality Distributors,2026-01-22,2026-01-30,2026-01-30,45x Monitor; 91x Ink Cartridge; 36x Printer Paper; 86x Router; 48x Server RAM,306,291.99,134121.97,USD,Received,2/10 Net 30,Operations,Sydney,Approved,Special packaging needed,13412.20,147534.17,Emily Chen,Lisa Anderson
PO-2026-37249,Industrial Parts Group,2026-01-22,2026-02-09,2026-02-09,55x Server RAM; 47x Ink Cartridge,102,145.20,21644.67,GBP,Cancelled,Net 90,IT,Sydney,Approved,Urgent delivery required,2164.47,23809.14,Sarah Johnson,David Lee
PO-2026-75082,Acme Corp,2026-01-22,2026-02-04,2026-02-04,48x USB Cable; 69x Mouse,117,546.75,75984.03,USD,Received,Net 90,Finance,Chicago,Rejected,Urgent delivery required,7598.40,83582.43,Robert Wilson,Lisa Anderson
PO-2026-68936,Global Supplies Inc,2026-01-22,2026-02-06,2026-02-06,7x Power Supply,7,110.60,774.20,GBP,Draft,Net 90,Logistics,Toronto,Pending,Quality inspection required,77.42,851.62,John Smith,David Lee
PO-2026-98429,Tech Solutions Ltd,2026-01-22,2026-02-12,2026-02-12,36x Server RAM; 71x Desk Chair; 62x SSD Storage; 22x Keyboard,191,447.24,130474.41,EUR,Approved,COD,Logistics,Los Angeles,Rejected,,13047.44,143521.85,Mike Davis,Jessica White
PO-2026-86050,Tech Solutions Ltd,2026-01-22,2026-02-09,2026-02-09,33x Server RAM; 62x USB Cable,95,593.11,44148.19,USD,Cancelled,Net 60,HR,Chicago,Rejected,Quality inspection required,4414.82,48563.01,John Smith,Jessica White
PO-2026-92004,Digital Systems,2026-01-22,2026-02-11,2026-02-11,31x Power Supply,31,443.65,13753.15,AUD,Cancelled,Net 90,Operations,London,Pending,Standard delivery,1375.32,15128.47,Emily Chen,Jessica White
PO-2026-44419,Tech Solutions Ltd,2026-01-22,2026-02-07,2026-02-07,73x Filing Cabinet; 100x Router,173,163.56,82419.88,AUD,Cancelled,Net 90,Logistics,Sydney,Approved,Urgent delivery required,8241.99,90661.87,Mike Davis,Tom Martinez
PO-2026-63458,Quality Distributors,2026-01-22,2026-02-05,2026-02-05,46x USB Cable; 54x Desk Chair,100,652.04,30484.70,AUD,Draft,Net 90,HR,New York,Approved,,3048.47,33533.17,Emily Chen,Lisa Anderson
PO-2026-61645,Digital Systems,2026-01-22,2026-02-19,2026-02-19,51x Network Switch; 32x Printer Paper; 44x SSD Storage,127,512.15,51132.25,EUR,Partial,Due on Receipt,Logistics,Sydney,Approved,Standard delivery,5113.23,56245.48,Mike Davis,Lisa Anderson
PO-2026-89559,Quality Distributors,2026-01-22,2026-02-03,2026-02-03,24x SSD Storage; 64x SSD Storage; 83x Network Switch,171,572.33,114325.96,GBP,Cancelled,Net 60,Operations,Chicago,Rejected,Special packaging needed,11432.60,125758.56,John Smith,David Lee
PO-2026-33823,Global Supplies Inc,2026-01-22,2026-02-06,2026-02-06,87x Monitor; 66x Mouse; 35x Network Switch; 18x Keyboard; 41x Keyboard,247,745.82,127119.10,EUR,Pending,Due on Receipt,HR,London,Rejected,Urgent delivery required,12711.91,139831.01,Sarah Johnson,David Lee
PO-2026-91706,Industrial Parts Group,2026-01-22,2026-01-31,2026-01-31,67x Router; 36x Keyboard; 40x Server RAM; 50x Desk Chair,193,784.10,133057.76,CAD,Partial,Net 90,IT,Sydney,Rejected,,13305.78,146363.54,Sarah Johnson,David Lee
PO-2026-38245,Global Supplies Inc,2026-01-22,2026-02-13,2026-02-13,56x Desk Chair; 99x Office Desk; 93x Printer Paper; 21x Monitor; 68x Power Supply,337,227.59,103412.65,EUR,Draft,COD,Operations,London,Pending,Quality inspection required,10341.26,113753.92,Robert Wilson,Jessica White
PO-2026-48863,Component World,2026-01-22,2026-02-14,2026-02-14,80x USB Cable; 73x Laptop,153,489.07,50574.92,EUR,Pending,Due on Receipt,Operations,New York,Pending,Quality inspection required,5057.49,55632.41,John Smith,Alice Brown
PO-2026-19697,Quality Distributors,2026-01-22,2026-02-01,2026-02-01,82x Network Switch; 53x Ink Cartridge; 83x USB Cable,218,13.36,59440.31,GBP,Partial,Due on Receipt,IT,London,Pending,Special packaging needed,5944.03,65384.34,Emily Chen,Tom Martinez
PO-2026-44542,Enterprise Solutions,2026-01-22,2026-02-10,2026-02-10,40x Monitor; 86x Keyboard; 9x Printer Paper; 96x Power Supply; 78x Office Desk,309,965.89,176208.59,AUD,Approved,Net 90,Operations,New York,Rejected,,17620.86,193829.45,Mike Davis,David Lee
PO-2026-30841,Component World,2026-01-22,2026-02-02,2026-02-02,94x Monitor; 86x Monitor; 20x Router; 23x Keyboard,223,819.37,130769.55,AUD,Approved,COD,Finance,New York,Pending,Quality inspection required,13076.95,143846.51,Emily Chen,Tom Martinez
PO-2026-51229,Global Supplies Inc,2026-01-22,2026-02-02,2026-02-02,77x Printer Paper; 81x Power Supply,158,598.29,77607.30,AUD,Draft,Net 60,Operations,Toronto,Pending,Standard delivery,7760.73,85368.03,Sarah Johnson,Jessica White
PO-2026-26885,Quality Distributors,2026-01-22,2026-02-13,2026-02-13,12x USB Cable; 40x Filing Cabinet,52,329.62,5011.04,AUD,Cancelled,Net 30,Finance,New York,Pending,Quality inspection required,501.10,5512.14,Robert Wilson,Lisa Anderson
PO-2026-27993,Acme Corp,2026-01-22,2026-01-31,2026-01-31,21x Monitor,21,676.87,14214.27,GBP,Draft,Net 30,HR,London,Rejected,Special packaging needed,1421.43,15635.70,Emily Chen,Alice Brown
PO-2026-32859,Component World,2026-01-22,2026-02-19,2026-02-19,50x Printer Paper; 32x Router; 95x Filing Cabinet; 34x Printer Paper,211,771.25,124821.21,CAD,Cancelled,Net 30,Logistics,Los Angeles,Approved,Urgent delivery required,12482.12,137303.33,John Smith,Alice Brown
PO-2026-22587,Acme Corp,2026-01-22,2026-02-18,2026-02-18,85x Printer Paper; 1x Monitor; 61x Mouse; 49x Keyboard; 24x Printer Paper,220,947.69,173380.46,CAD,Cancelled,2/10 Net 30,HR,London,Approved,,17338.05,190718.51,Sarah Johnson,Alice Brown
PO-2026-65644,Enterprise Solutions,2026-01-22,2026-01-31,2026-01-31,40x Network Switch; 100x SSD Storage; 32x Office Desk; 36x Laptop,208,914.23,137918.96,USD,Approved,2/10 Net 30,Operations,London,Pending,Standard delivery,13791.90,151710.86,Emily Chen,Lisa Anderson
PO-2026-82080,Quality Distributors,2026-01-22,2026-02-01,2026-02-01,19x Printer Paper; 80x Office Desk; 69x Power Supply; 92x SSD Storage,260,423.71,109859.39,AUD,Pending,COD,IT,Los Angeles,Approved,Urgent delivery required,10985.94,120845.33,Sarah Johnson,David Lee
PO-2026-45488,Global Supplies Inc,2026-01-22,2026-02-09,2026-02-09,96x Monitor; 47x Printer Paper; 25x Desk Chair; 6x Router,174,682.67,103696.83,USD,Draft,COD,Operations,Sydney,Approved,Quality inspection required,10369.68,114066.51,Mike Davis,Lisa Anderson
PO-2026-33654,Digital Systems,2026-01-22,2026-01-30,2026-01-30,19x Filing Cabinet; 76x Mouse; 73x Ink Cartridge; 4x Filing Cabinet; 73x Mouse,245,121.63,97412.46,GBP,Received,2/10 Net 30,Finance,Toronto,Pending,,9741.25,107153.71,Mike Davis,David Lee
PO-2026-64123,Acme Corp,2026-01-22,2026-02-08,2026-02-08,90x SSD Storage; 40x Monitor,130,356.66,48583.00,CAD,Draft,Net 60,IT,Sydney,Pending,,4858.30,53441.30,Emily Chen,Jessica White
PO-2026-61932,Office Plus,2026-01-22,2026-02-06,2026-02-06,54x Desk Chair,54,186.96,10095.84,CAD,Cancelled,Net 60,Operations,Toronto,Pending,Special packaging needed,1009.58,11105.42,Sarah Johnson,Lisa Anderson
PO-2026-12220,Acme Corp,2026-01-22,2026-02-04,2026-02-04,6x Office Desk; 86x Mouse; 75x Mouse; 17x Mouse,184,886.16,93719.96,EUR,Partial,Net 30,IT,Toronto,Pending,Quality inspection required,9372.00,103091.96,Emily Chen,Jessica White
PO-2026-40946,Acme Corp,2026-01-22,2026-02-07,2026-02-07,91x Ink Cartridge; 21x SSD Storage; 1x Monitor,113,613.08,65760.89,EUR,Pending,Due on Receipt,HR,Toronto,Pending,Special packaging needed,6576.09,72336.98,Sarah Johnson,Alice Brown
PO-2026-27568,Office Plus,2026-01-22,2026-02-18,2026-02-18,17x Printer Paper; 63x Mouse; 60x Network Switch,140,223.36,66356.30,GBP,Approved,Net 30,Logistics,Toronto,Rejected,,6635.63,72991.93,John Smith,Jessica White
PO-2026-72125,Global Supplies Inc,2026-01-22,2026-02-19,2026-02-19,6x Filing Cabinet; 56x Network Switch,62,117.84,55299.20,AUD,Draft,Net 90,IT,Chicago,Approved,,5529.92,60829.12,Sarah Johnson,Jessica White
PO-2026-29184,Enterprise Solutions,2026-01-22,2026-02-06,2026-02-06,82x Mouse; 31x Laptop; 39x Network Switch,152,155.42,22297.57,AUD,Partial,Net 90,Finance,Sydney,Approved,Standard delivery,2229.76,24527.33,Emily Chen,Alice Brown
PO-2026-11023,Digital Systems,2026-01-22,2026-02-12,2026-02-12,96x Laptop,96,672.10,64521.60,GBP,Pending,2/10 Net 30,Finance,New York,Approved,Quality inspection required,6452.16,70973.76,Mike Davis,Tom Martinez
PO-2026-92367,Premium Materials Co,2026-01-22,2026-02-13,2026-02-13,72x SSD Storage,72,652.76,46998.72,CAD,Received,COD,Finance,New York,Rejected,Quality inspection required,4699.87,51698.59,John Smith,David Lee
PO-2026-10802,Quality Distributors,2026-01-22,2026-02-08,2026-02-08,64x Router; 81x Router; 88x Router,233,376.03,107149.71,USD,Cancelled,Net 60,Operations,Los Angeles,Approved,Standard delivery,10714.97,117864.68,Robert Wilson,Jessica White
PO-2026-68627,Premium Materials Co,2026-01-22,2026-02-15,2026-02-15,37x Power Supply; 64x USB Cable,101,535.37,31052.85,EUR,Received,Net 30,Logistics,London,Pending,Urgent delivery required,3105.28,34158.14,Emily Chen,Tom Martinez
PO-2026-32098,Premium Materials Co,2026-01-22,2026-02-12,2026-02-12,51x Keyboard; 12x Router,63,247.75,13736.25,GBP,Draft,Net 60,Logistics,Sydney,Rejected,Standard delivery,1373.63,15109.88,Sarah Johnson,Lisa Anderson
PO-2026-75026,Tech Solutions Ltd,2026-01-22,2026-02-14,2026-02-14,27x Keyboard; 84x Ink Cartridge; 97x Printer Paper; 60x Laptop; 100x Router,368,221.48,170082.27,USD,Draft,Net 30,Logistics,Toronto,Rejected,Standard delivery,17008.23,187090.50,Robert Wilson,Jessica White
PO-2026-87097,Office Plus,2026-01-22,2026-02-13,2026-02-13,40x USB Cable; 54x Router; 48x Monitor,142,772.34,94214.66,AUD,Cancelled,Net 60,Operations,Chicago,Pending,Quality inspection required,9421.47,103636.13,John Smith,Alice Brown
PO-2026-61102,Premium Materials Co,2026-01-22,2026-01-31,2026-01-31,71x Filing Cabinet,71,516.76,36689.96,GBP,Approved,Net 90,HR,New York,Pending,Special packaging needed,3669.00,40358.96,Robert Wilson,Lisa Anderson
PO-2026-53480,Component World,2026-01-22,2026-02-12,2026-02-12,99x Office Desk,99,771.85,76413.15,USD,Pending,Net 60,Finance,Toronto,Rejected,Urgent delivery required,7641.31,84054.46,Emily Chen,Jessica White
PO-2026-90208,Component World,2026-01-22,2026-02-08,2026-02-08,76x Power Supply; 36x SSD Storage,112,225.17,52369.16,EUR,Pending,Net 30,IT,Los Angeles,Approved,,5236.92,57606.08,Sarah Johnson,Lisa Anderson
PO-2026-13677,Digital Systems,2026-01-22,2026-02-11,2026-02-11,88x Printer Paper,88,936.17,82382.96,AUD,Partial,Due on Receipt,HR,New York,Pending,Urgent delivery required,8238.30,90621.26,Mike Davis,Lisa Anderson
PO-2026-76756,Quality Distributors,2026-01-22,2026-02-18,2026-02-18,72x Keyboard; 90x Router; 20x Laptop; 7x Server RAM,189,576.77,123148.99,AUD,Approved,Net 90,Logistics,Los Angeles,Approved,,12314.90,135463.89,John Smith,Lisa Anderson
PO-2026-42819,Quality Distributors,2026-01-22,2026-02-02,2026-02-02,17x Laptop; 87x Mouse,104,233.05,10140.59,GBP,Cancelled,Net 60,Logistics,Los Angeles,Pending,Urgent delivery required,1014.06,11154.65,Robert Wilson,David Lee
PO-2026-84833,Digital Systems,2026-01-22,2026-02-03,2026-02-03,12x Server RAM; 52x Ink Cartridge; 1x Router; 35x Desk Chair; 17x Desk Chair,117,676.48,81953.35,EUR,Cancelled,Net 30,Operations,New York,Pending,Special packaging needed,8195.33,90148.68,Emily Chen,Lisa Anderson
PO-2026-67819,Industrial Parts Group,2026-01-22,2026-02-10,2026-02-10,24x USB Cable; 45x Network Switch; 39x Laptop; 9x USB Cable,117,961.28,88630.56,GBP,Cancelled,Net 60,Finance,New York,Approved,Urgent delivery required,8863.06,97493.62,Mike Davis,Lisa Anderson
PO-2026-83558,Digital Systems,2026-01-22,2026-02-01,2026-02-01,44x Server RAM,44,392.19,17256.36,EUR,Approved,Due on Receipt,IT,Chicago,Approved,,1725.64,18982.00,Sarah Johnson,Jessica White
PO-2026-66252,Enterprise Solutions,2026-01-22,2026-02-01,2026-02-01,5x SSD Storage; 27x USB Cable; 72x Power Supply; 43x USB Cable,147,97.64,76143.28,USD,Approved,Net 90,Logistics,Toronto,Approved,Standard delivery,7614.33,83757.61,Robert Wilson,Tom Martinez
PO-2026-36082,Acme Corp,2026-01-22,2026-02-07,2026-02-07,45x Network Switch; 82x Power Supply; 85x Mouse; 83x Network Switch,295,623.25,105773.88,CAD,Cancelled,2/10 Net 30,Logistics,New York,Approved,Quality inspection required,10577.39,116351.27,Mike Davis,Lisa Anderson
PO-2026-38970,Quality Distributors,2026-01-22,2026-02-17,2026-02-17,86x Server RAM; 5x Filing Cabinet,91,856.57,77595.97,CAD,Approved,Due on Receipt,Logistics,Toronto,Approved,,7759.60,85355.57,Robert Wilson,David Lee
PO-2026-62587,Premium Materials Co,2026-01-22,2026-02-05,2026-02-05,81x Desk Chair; 62x Server RAM; 59x Ink Cartridge; 47x Server RAM; 9x Mouse,258,897.29,153233.18,GBP,Approved,Net 90,Logistics,Chicago,Rejected,Urgent delivery required,15323.32,168556.50,John Smith,Jessica White
PO-2026-16124,Industrial Parts Group,2026-01-22,2026-02-07,2026-02-07,20x Filing Cabinet; 16x Office Desk; 69x Filing Cabinet,105,956.83,91223.18,AUD,Approved,Due on Receipt,Operations,New York,Rejected,Urgent delivery required,9122.32,100345.50,Emily Chen,Lisa Anderson
PO-2026-54239,Office Plus,2026-01-22,2026-02-15,2026-02-15,64x USB Cable; 12x Power Supply,76,28.29,12050.40,USD,Pending,2/10 Net 30,Operations,Los Angeles,Approved,Quality inspection required,1205.04,13255.44,John Smith,Jessica White
PO-2026-45062,Global Supplies Inc,2026-01-22,2026-02-02,2026-02-02,53x Printer Paper; 17x Network Switch,70,988.69,57783.11,AUD,Partial,2/10 Net 30,HR,Los Angeles,Pending,Standard delivery,5778.31,63561.42,Sarah Johnson,Alice Brown
PO-2026-78297,Premium Materials Co,2026-01-22,2026-02-06,2026-02-06,100x Laptop; 27x Filing Cabinet; 44x Office Desk,171,446.42,77236.30,AUD,Pending,COD,Operations,New York,Pending,Standard delivery,7723.63,84959.93,John Smith,Jessica White
PO-2026-73783,Office Plus,2026-01-22,2026-01-30,2026-01-30,50x Mouse,50,578.42,28921.00,CAD,Partial,Net 30,HR,New York,Rejected,,2892.10,31813.10,Sarah Johnson,Jessica White
PO-2026-67845,Premium Materials Co,2026-01-22,2026-02-19,2026-02-19,45x Printer Paper; 53x Server RAM,98,666.01,60961.67,CAD,Cancelled,Net 90,IT,Sydney,Rejected,,6096.17,67057.84,Mike Davis,Tom Martinez
PO-2026-18972,Premium Materials Co,2026-01-22,2026-02-07,2026-02-07,26x USB Cable; 70x Monitor; 49x Power Supply; 44x Mouse; 96x Desk Chair,285,262.60,103123.19,GBP,Partial,COD,HR,Los Angeles,Approved,,10312.32,113435.51,Robert Wilson,Lisa Anderson
PO-2026-30470,Global Supplies Inc,2026-01-22,2026-01-27,2026-01-27,3x Keyboard; 99x Router; 17x Server RAM; 90x Office Desk; 60x Ink Cartridge,269,990.77,150183.28,AUD,Draft,Net 30,HR,Los Angeles,Rejected,Special packaging needed,15018.33,165201.61,Emily Chen,Tom Martinez
PO-2026-74157,Premium Materials Co,2026-01-22,2026-02-13,2026-02-13,97x Network Switch; 53x Ink Cartridge,150,905.74,134117.83,EUR,Partial,Net 90,Logistics,New York,Pending,Special packaging needed,13411.78,147529.61,John Smith,David Lee
PO-2026-37412,Office Plus,2026-01-22,2026-02-09,2026-02-09,40x Laptop; 19x Mouse; 71x Keyboard; 52x Filing Cabinet; 69x Monitor,251,832.10,94038.39,GBP,Received,Net 90,Logistics,Chicago,Rejected,Quality inspection required,9403.84,103442.23,Robert Wilson,Jessica White
PO-2026-63122,Office Plus,2026-01-22,2026-01-27,2026-01-27,50x Desk Chair; 20x Mouse; 77x Desk Chair; 32x Office Desk,179,484.09,84927.41,AUD,Approved,Net 60,Finance,London,Approved,Standard delivery,8492.74,93420.15,Emily Chen,Alice Brown
PO-2026-89862,Enterprise Solutions,2026-01-22,2026-02-14,2026-02-14,23x Keyboard,23,107.43,2470.89,CAD,Received,Net 90,Logistics,Chicago,Approved,Special packaging needed,247.09,2717.98,Robert Wilson,David Lee
PO-2026-19881,Enterprise Solutions,2026-01-22,2026-02-21,2026-02-21,58x Router; 15x Power Supply; 17x Keyboard; 65x Mouse,155,473.18,83883.57,GBP,Cancelled,Due on Receipt,HR,New York,Pending,Urgent delivery required,8388.36,92271.93,John Smith,Tom Martinez
PO-2026-33156,Office Plus,2026-01-22,2026-02-12,2026-02-12,94x Printer Paper; 42x Server RAM; 31x Server RAM; 77x USB Cable; 22x Router,266,840.28,136135.24,EUR,Pending,COD,Operations,Chicago,Pending,Quality inspection required,13613.52,149748.76,Mike Davis,Lisa Anderson
PO-2026-33824,Acme Corp,2026-01-22,2026-01-31,2026-01-31,75x USB Cable; 34x Power Supply; 85x SSD Storage; 9x Filing Cabinet; 27x Mouse,230,282.00,59872.54,AUD,Partial,Net 60,HR,New York,Pending,Standard delivery,5987.25,65859.79,Mike Davis,Tom Martinez
PO-2026-13068,Industrial Parts Group,2026-01-22,2026-02-20,2026-02-20,63x Printer Paper; 8x SSD Storage; 93x Server RAM; 48x SSD Storage,212,977.93,94691.22,EUR,Pending,2/10 Net 30,Operations,Chicago,Pending,Urgent delivery required,9469.12,104160.34,Robert Wilson,Alice Brown
PO-2026-54138,Global Supplies Inc,2026-01-22,2026-02-07,2026-02-07,45x Monitor; 44x Network Switch; 1x USB Cable,90,290.49,40674.18,GBP,Received,2/10 Net 30,IT,London,Rejected,Special packaging needed,4067.42,44741.60,John Smith,Alice Brown
PO-2026-45070,Industrial Parts Group,2026-01-22,2026-02-11,2026-02-11,29x Network Switch,29,564.74,16377.46,GBP,Cancelled,Net 60,Logistics,Chicago,Pending,Standard delivery,1637.75,18015.21,Emily Chen,Jessica White
PO-2026-23892,Acme Corp,2026-01-22,2026-01-30,2026-01-30,82x Filing Cabinet; 86x Laptop; 50x Mouse; 20x Server RAM; 71x Network Switch,309,70.45,106397.19,AUD,Draft,Net 90,Finance,London,Rejected,Standard delivery,10639.72,117036.91,Mike Davis,Alice Brown
PO-2026-85163,Digital Systems,2026-01-22,2026-02-12,2026-02-12,62x Filing Cabinet; 25x USB Cable; 1x Mouse; 14x Office Desk,102,522.71,62715.66,CAD,Approved,Net 30,Operations,Chicago,Rejected,Quality inspection required,6271.57,68987.23,Mike Davis,Tom Martinez
PO-2026-14094,Office Plus,2026-01-22,2026-02-19,2026-02-19,55x Server RAM; 51x Server RAM; 2x Monitor; 67x Desk Chair,175,97.52,105970.35,EUR,Partial,COD,Operations,London,Rejected,Quality inspection required,10597.04,116567.39,Robert Wilson,David Lee
PO-2026-20576,Quality Distributors,2026-01-22,2026-01-28,2026-01-28,24x Network Switch; 66x Ink Cartridge,90,897.16,47694.90,GBP,Cancelled,Net 90,Finance,Los Angeles,Rejected,Special packaging needed,4769.49,52464.39,John Smith,Tom Martinez
PO-2026-78199,Industrial Parts Group,2026-01-22,2026-02-15,2026-02-15,64x Office Desk,64,68.33,4373.12,AUD,Approved,Due on Receipt,Logistics,Los Angeles,Pending,Urgent delivery required,437.31,4810.43,John Smith,Lisa Anderson
PO-2026-40377,Digital Systems,2026-01-22,2026-01-29,2026-01-29,75x SSD Storage,75,652.76,48957.00,CAD,Draft,Net 30,Logistics,Toronto,Rejected,Urgent delivery required,4895.70,53852.70,Sarah Johnson,Alice Brown
PO-2026-17592,Quality Distributors,2026-01-22,2026-02-11,2026-02-11,30x Router; 29x Filing Cabinet; 21x Desk Chair; 90x Laptop,170,882.79,90192.81,USD,Approved,Net 30,IT,Chicago,Rejected,,9019.28,99212.09,Emily Chen,Tom Martinez
PO-2026-71144,Industrial Parts Group,2026-01-22,2026-02-15,2026-02-15,63x USB Cable; 73x Network Switch; 11x SSD Storage,147,424.06,67012.68,USD,Partial,Net 30,Finance,Sydney,Approved,Special packaging needed,6701.27,73713.95,John Smith,Alice Brown
PO-2026-99329,Component World,2026-01-22,2026-02-15,2026-02-15,16x Ink Cartridge,16,595.79,9532.64,AUD,Approved,Net 30,Operations,London,Approved,Standard delivery,953.26,10485.90,John Smith,Jessica White
PO-2026-85923,Acme Corp,2026-01-22,2026-02-20,2026-02-20,86x SSD Storage,86,241.89,20802.54,EUR,Partial,2/10 Net 30,IT,Los Angeles,Rejected,Urgent delivery required,2080.25,22882.79,Sarah Johnson,Lisa Anderson
PO-2026-35213,Tech Solutions Ltd,2026-01-22,2026-02-16,2026-02-16,100x Network Switch; 76x Printer Paper; 24x Office Desk; 95x Network Switch; 46x Keyboard,341,844.25,252074.81,EUR,Partial,Net 60,HR,Chicago,Approved,Special packaging needed,25207.48,277282.29,Robert Wilson,Jessica White
PO-2026-38346,Industrial Parts Group,2026-01-22,2026-02-03,2026-02-03,31x Power Supply; 27x USB Cable; 13x Filing Cabinet; 14x Keyboard; 18x Printer Paper,103,470.08,32296.79,GBP,Draft,Net 30,Logistics,New York,Pending,,3229.68,35526.47,Robert Wilson,Alice Brown
